,id,course_id,course_type,category,start_date,end_date,duration,start_tsp,end_tsp
1571,9120,course-v1:TsinghuaX+00510663X+2017_T1,0,economics,2017-02-20,2017-05-29,98,1487548800,1496016000
1574,11302,course-v1:TsinghuaX+00510663X+2017_T2,0,economics,2015-01-01,2017-12-25,1089,1420070400,1514160000
1579,1805,course-v1:TsinghuaX+00510888X_2015_T2+2015_T2,0,business,2015-09-28,2016-01-31,125,1443398400,1454198400
1581,204,XJTU/BIOL3028/2014_T2,0,biology,2015-10-01,2015-10-22,21,1443657600,1445472000
1588,6769,course-v1:TsinghuaX+70612463X+2016-T2,0,social science,2016-09-05,2016-12-13,99,1473033600,1481587200
1592,1926,course-v1:MIT+15_390_2x+_,0,business,2015-12-09,2016-02-15,68,1449619200,1455494400
1594,8146,course-v1:UC_BerkeleyX+ColWri2_1x_2015_T1+2016_T2,0,foreign language,2016-10-30,2016-12-11,42,1477785600,1481414400
1602,809,TsinghuaX/THU00022X/2015_T1,0,economics,2015-05-11,2015-07-17,67,1431302400,1437091200
1611,4481,course-v1:TsinghuaX+20740084X+2016_T1,0,computer,2016-02-26,2016-06-30,125,1456444800,1467244800
1614,11715,course-v1:RiceX+MedDigX+2017_T2,0,medicine,2015-01-01,2017-12-25,1089,1420070400,1514160000
1618,6432,course-v1:TsinghuaX+30240184_2X+2016_TS,0,computer,2016-07-01,2016-08-31,61,1467331200,1472601600
1619,6710,course-v1:SEU+00690803+2016--T2,0,literature,2016-07-25,2016-12-23,151,1469404800,1482451200
1627,6764,course-v1:TsinghuaX+20740042X+2016-T2,0,computer,2016-09-12,2016-12-30,109,1473638400,1483056000
1660,12216,course-v1:FUDANx+ECON130080+2017_T2,0,economics,2015-01-01,2017-12-25,1089,1420070400,1514160000
1665,6908,course-v1:TsinghuaX+10421084X+2016_T2,0,math,2016-09-16,2017-01-07,113,1473984000,1483747200
1669,1270,TsinghuaX/01030132X_2015X/2015_T2,0,literature,2015-07-13,2015-11-10,120,1436745600,1447113600
1681,251,TsinghuaX/10421084_2X/2014_T2,0,math,2015-01-01,2015-02-10,40,1420070400,1423526400
1683,6924,course-v1:TsinghuaX+10421075X+2016-T2,0,math,2016-09-16,2016-12-26,101,1473984000,1482710400
1684,11259,course-v1:ZUELX+B0800280+2017_T2,0,economics,2015-01-01,2017-12-25,1089,1420070400,1514160000
1687,9626,course-v1:HEBNU+2017011901X+2017_T1,0,electrical,2017-02-16,2017-06-20,124,1487203200,1497916800
1691,2874,course-v1:TsinghuaX+01030132X+2015_T3,0,literature,2015-10-12,2016-01-15,95,1444608000,1452816000
1702,708,TsinghuaX/THUSEM001/_,0,economics,2015-03-20,2015-04-24,35,1426809600,1429833600
1707,9135,course-v1:TsinghuaX+40510293X+2017_T1,0,economics,2017-02-20,2017-05-10,79,1487548800,1494374400
1711,161,TsinghuaX/70120073X/_,0,math,2015-01-01,2015-01-31,30,1420070400,1422662400
1719,11700,course-v1:TCU+tzucnmsz+2017_T2,0,medicine,2015-01-01,2017-12-25,1089,1420070400,1514160000
1728,537,NTHU/MOOC_02_002/2015_T1,0,biology,2015-03-02,2015-07-31,151,1425254400,1438300800
1740,11809,course-v1:AdelaideX+Wine101x+2017_T2,0,medicine,2015-01-01,2017-12-25,1089,1420070400,1514160000
1743,7539,course-v1:FUDANx+ECON1300812+2016_T2,0,economics,2016-09-14,2017-07-05,294,1473811200,1499212800
1746,9283,course-v1:FudanX+ECON13000701+2017_T1,0,economics,2017-02-20,2017-05-31,100,1487548800,1496188800
1752,12214,course-v1:FudanX+ECON13000701+2017_T2,0,economics,2015-01-01,2017-12-25,1089,1420070400,1514160000
1762,561,TsinghuaX/00690092X/2015_T1,0,philosophy,2015-03-10,2015-07-13,125,1425945600,1436745600
1769,9142,course-v1:SEU+00690803+2017-T1,0,literature,2017-02-20,2017-05-22,91,1487548800,1495411200
1776,244,TsinghuaX/30700313_2014X/2014_T2,0,social science,2015-01-01,2015-02-10,40,1420070400,1423526400
1779,12289,course-v1:TsinghuaX+MOOC101+2017_TS,0,education,2017-07-07,2017-07-21,14,1499385600,1500595200
1800,11134,course-v1:TsinghuaX+30670043X+2017_T2,0,social science,2015-01-01,2017-12-25,1089,1420070400,1514160000
1803,747,TsinghuaX/80511503X/2015_T2,0,business,2015-10-15,2016-01-25,102,1444867200,1453680000
1805,10081,course-v1:ZUELX+B0601353+2017_T1,0,economics,2017-03-14,2017-06-16,94,1489449600,1497571200
1813,11338,course-v1:TsinghuaX+10430484X_2015_2+2017_T2,0,physics,2015-01-01,2017-12-25,1089,1420070400,1514160000
1816,516,TsinghuaX/10610204_2015X/2015_T1,0,philosophy,2015-03-16,2015-07-31,137,1426464000,1438300800
1832,9333,course-v1:TsinghuaX+THU201605X+2017_T1,0,education,2017-02-20,2017-05-31,100,1487548800,1496188800
1834,634,TsinghuaX/00612642_2015WV/2015_winter_vacation,0,literature,2015-02-06,2015-03-01,23,1423180800,1425168000
1839,11241,course-v1:BerkeleyX+CS169_1x+2017_T2,0,computer,2015-01-01,2017-12-25,1089,1420070400,1514160000
1840,11759,course-v1:McGillX+ATOC185x+2017_T2,0,biology,2015-01-01,2017-12-25,1089,1420070400,1514160000
1845,6797,course-v1:TsinghuaX+00670122X+2016-T2,0,art,2016-09-15,2016-12-03,79,1473897600,1480723200
1852,533,TsinghuaX/10421084_2015X/2015_T1,0,math,2015-02-27,2015-07-20,143,1424995200,1437350400
1855,4451,course-v1:TsinghuaX+81020142X+2016_T2,0,electrical,2016-11-01,2017-01-31,91,1477958400,1485820800
1859,9440,course-v1:SJU+2017011101X+2017_T1,0,art,2017-03-15,2017-08-30,168,1489536000,1504051200
1864,11291,course-v1:TsinghuaX+40670453X+2017_T2,0,art,2015-01-01,2017-12-25,1089,1420070400,1514160000
1869,8616,course-v1:HITx+13SC03100710_3x+2017_T1,0,computer,2017-01-05,2017-05-01,116,1483574400,1493596800
1871,629,TsinghuaX/80512073_2015WV/2015_winter_vacation,0,economics,2015-02-06,2015-03-01,23,1423180800,1425168000
1877,712,TsinghuaX/THUSEM005/_,0,economics,2015-05-15,2015-06-26,42,1431648000,1435276800
1880,551,TsinghuaX/20350033X/2015_T2,0,engineering,2015-09-21,2016-01-19,120,1442793600,1453161600
1882,11216,course-v1:TsinghuaX+10450012X+2017_T2,0,biology,2015-01-01,2017-12-25,1089,1420070400,1514160000
1888,4545,course-v1:TsinghuaX+10430484X+2016_T1,0,physics,2016-02-22,2016-06-21,120,1456099200,1466467200
1890,8803,course-v1:NJUST+NJUST2017001+2017_T1,0,economics,2017-01-16,2017-05-31,135,1484524800,1496188800
1896,8614,course-v1:HITx+13SC03100710_1x+2017_T1,0,computer,2017-01-05,2017-05-01,116,1483574400,1493596800
1899,6666,course-v1:TsinghuaX+00690342X+2016_T2,0,philosophy,2016-09-14,2017-01-05,113,1473811200,1483574400
1903,11292,course-v1:JNUX+jnu01023001X+2017_T2,0,foreign language,2015-01-01,2017-12-25,1089,1420070400,1514160000
1906,11755,course-v1:TsinghuaX+00690212X-2+2017_T2,0,history,2015-01-01,2017-12-25,1089,1420070400,1514160000
1907,11775,course-v1:TsinghuaX+TSINGHUA107+2017_T2,0,social science,2015-01-01,2017-12-25,1089,1420070400,1514160000
1918,11195,course-v1:Stanfordx+SciWrite+2017_T2,0,foreign language,2015-01-01,2017-12-25,1089,1420070400,1514160000
1922,9312,course-v1:JNUX+07009156X+2017_T1,0,medicine,2017-03-01,2017-06-08,99,1488326400,1496880000
1930,531,TsinghuaX/30640014_2015X/2015_T1,0,foreign language,2015-04-13,2015-07-21,99,1428883200,1437436800
1932,10267,course-v1:NUDT+0811101+2017_T1,0,engineering,2017-03-28,2017-07-31,125,1490659200,1501459200
1946,7005,course-v1:TsinghuaX+00690212X-2+2016_T2,0,history,2016-10-30,2016-12-23,54,1477785600,1482451200
1953,1258,RiceX/AdvENVSCI_3x/_,0,environment,2015-07-06,2015-09-01,57,1436140800,1441065600
1957,694,RiceX/AdvBIO_2x/_,0,biology,2015-07-06,2015-08-31,56,1436140800,1440979200
1962,4405,course-v1:TsinghuaX+80000522X+2016_T2,0,engineering,2016-09-26,2017-01-01,97,1474848000,1483228800
1963,162,TsinghuaX/10800032X/_,0,history,2015-01-01,2015-02-13,43,1420070400,1423785600
1964,5282,course-v1:BIT+PHY17017+2016_T1,0,physics,2016-03-15,2016-09-01,170,1458000000,1472688000
1967,6912,course-v1:Stanford+SciWrite+2016_T2,0,foreign language,2016-09-20,2016-12-25,96,1474329600,1482624000
1969,11284,course-v1:SEU+00690803+2017_T2,0,literature,2015-01-01,2017-12-25,1089,1420070400,1514160000
1983,4142,course-v1:NU+14051301+_,0,economics,2016-04-18,2016-07-31,104,1460937600,1469923200
1989,4543,course-v1:TsinghuaX+80512073X+2016_T1,0,business,2016-03-04,2016-06-25,113,1457049600,1466812800
1992,717,RiceX/AdvENVSCI_2x/_,0,environment,2015-07-06,2015-09-01,57,1436140800,1441065600
2014,519,TsinghuaX/40670453X/2015_T1,0,art,2015-03-16,2015-08-18,155,1426464000,1439856000
2018,9691,course-v1:ustcX+USTC001+2017_T1,0,computer,2017-02-12,2017-04-30,77,1486857600,1493510400
2020,11652,course-v1:TNUA+AO35005+2017_T2,0,art,2015-01-01,2017-12-25,1089,1420070400,1514160000
2025,564,TsinghuaX/40260173X/2015_T2,0,electrical,2015-09-14,2016-01-04,112,1442188800,1451865600
2027,1806,course-v1:TsinghuaX+00690092X_2015_T2+2015_T2,0,philosophy,2015-09-22,2016-01-11,111,1442880000,1452470400
2033,9277,course-v1:TsinghuaX+00690092X+2017_T1,0,math,2017-02-20,2017-06-14,114,1487548800,1497398400
2038,11777,course-v1:TsinghuaX+00690092X+2017_T2,0,math,2015-01-01,2017-12-25,1089,1420070400,1514160000
2043,4551,course-v1:TsinghuaX+AP000004X+2016_T1,0,math,2016-04-08,2016-07-01,84,1460073600,1467331200
2049,9693,course-v1:RiceX+BIOC372_1x+2017_T1,0,medicine,2017-03-15,2017-05-14,60,1489536000,1494720000
2061,8232,course-v1:RiceX+RELI157x+2016T2,0,philosophy,2016-11-11,2016-12-30,49,1478822400,1483056000
2062,4493,course-v1:TsinghuaX+00740043_2X+2016_T1,0,computer,2016-04-18,2016-08-31,135,1460937600,1472601600
2077,554,TsinghuaX/30320174X/2015_T2,0,physics,2015-09-16,2016-01-09,115,1442361600,1452297600
2079,4576,course-v1:TsinghuaX+20430064X+2016_T1,0,physics,2016-02-26,2016-06-30,125,1456444800,1467244800
2080,230,ustcX/LB05203a/2014_T2,0,economics,2015-01-01,2015-02-10,40,1420070400,1423526400
2081,497,TsinghuaX/20250064_2015X/2015_T1,0,engineering,2015-10-12,2016-01-03,83,1444608000,1451779200
2086,228,UC_BerkeleyX/ColWri2_3x/2014_T2,0,foreign language,2015-01-29,2015-04-02,63,1422489600,1427932800
2088,1840,course-v1:TsinghuaX+20120143X_2015_T2+2015_T2,0,art,2015-09-22,2016-01-24,124,1442880000,1453593600
2091,6667,course-v1:TsinghuaX+10610183_2X+2016_T2,0,philosophy,2016-09-12,2016-12-07,86,1473638400,1481068800
2104,4340,course-v1:TsinghuaX+00612642X+2016_T1,0,literature,2016-02-22,2016-06-14,113,1456099200,1465862400
2108,11799,course-v1:TsinghuaX+80000271X+2017_T2,0,art,2015-01-01,2017-12-25,1089,1420070400,1514160000
2111,11379,course-v1:CIE+CIE2017004+2017_T2,0,business,2015-01-01,2017-12-25,1089,1420070400,1514160000
2118,9618,course-v1:TsinghuaX+00460032X+2017_T1,0,environment,2017-02-20,2017-05-26,95,1487548800,1495756800
2119,11808,course-v1:TsinghuaX+40160092X+2017_T2,0,engineering,2015-01-01,2017-12-25,1089,1420070400,1514160000
2123,11288,course-v1:HIT+13GH16000700+2017_T2,0,education,2015-01-01,2017-12-25,1089,1420070400,1514160000
2125,9034,course-v1:TsinghuaX+80000901X_1+2017_T1,0,history,2017-02-20,2017-06-15,115,1487548800,1497484800
2127,34,UQx/Think101x/_,0,social science,2015-05-05,2015-09-10,128,1430784000,1441843200
2130,11375,course-v1:CIE+JD_2017+2017_T2,0,business,2015-01-01,2017-12-25,1089,1420070400,1514160000
2132,4342,course-v1:TsinghuaX+10421102X+2016_T1,0,math,2016-03-02,2016-07-29,149,1456876800,1469750400
2138,4363,course-v1:TsinghuaX+10800032X+2016_T1,0,history,2016-03-04,2016-09-01,181,1457049600,1472688000
2140,1804,course-v1:TsinghuaX+30350161X_2015_T2+2015_T2,0,engineering,2015-09-16,2016-01-10,116,1442361600,1452384000
2141,8846,course-v1:ZUEL+B0680090+2017_T1,0,economics,2017-03-30,2017-06-16,78,1490832000,1497571200
2153,4376,course-v1:TsinghuaX+20440333X+2016_T1,0,chemistry,2016-03-01,2016-07-01,122,1456790400,1467331200
2158,9468,course-v1:TsinghuaX+20250064X+2017_T1,0,electrical,2017-03-13,2017-05-31,79,1489363200,1496188800
2159,2936,course-v1:UQx+TROPIC101x+2015_T2,0,environment,2015-11-20,2016-01-15,56,1447977600,1452816000
2160,638,TsinghuaX/10421084_2X_2015WV/2015_winter_vacation,0,math,2015-02-06,2015-03-01,23,1423180800,1425168000
2166,10990,course-v1:TsinghuaX+00740043_1x+2017_T2,0,computer,2015-01-01,2017-12-25,1089,1420070400,1514160000
2167,6429,course-v1:TsinghuaX+80000901X+2016_TS2,0,history,2016-07-01,2016-09-01,62,1467331200,1472688000
2172,4553,course-v1:TsinghuaX+30140393X+2016_T1,0,physics,2016-03-01,2016-06-26,117,1456790400,1466899200
2185,9275,course-v1:BUPT+3412113011+2017_T1,0,math,2017-02-20,2017-05-31,100,1487548800,1496188800
2193,493,Stanford/WomensHealth_2015_T1/2015_T1,0,social science,2015-01-30,2015-05-20,110,1422576000,1432080000
2203,11800,course-v1:HUBU+HU08002X+2017_T2,0,medicine,2015-01-01,2017-12-25,1089,1420070400,1514160000
2205,1787,course-v1:TsinghuaX+00740043X_2015_T2+2015_T2,0,computer,2015-09-11,2016-01-15,126,1441929600,1452816000
2209,6929,course-v1:TsinghuaX+10450034_2X+2016-T2,0,biology,2016-09-09,2017-01-04,117,1473379200,1483488000
2210,164,TsinghuaX/20250064X/_,0,engineering,2015-01-01,2015-02-02,32,1420070400,1422835200
2217,11771,course-v1:TsinghuaX+00690242X+2017_T2,0,history,2015-01-01,2017-12-25,1089,1420070400,1514160000
2231,9858,course-v1:TsinghuaX+30130274X+2017_T1,0,engineering,2017-02-20,2017-05-30,99,1487548800,1496102400
2247,11293,course-v1:SEU+00034237+2017_T2,0,medicine,2015-01-01,2017-12-25,1089,1420070400,1514160000
2264,525,TsinghuaX/10610193X/2015_T2,0,history,2015-04-13,2015-07-15,93,1428883200,1436918400
2266,4581,course-v1:TsinghuaX+30130274X+2016_T1,0,engineering,2016-02-22,2016-07-20,149,1456099200,1468972800
2279,2906,course-v1:BIT+PHY17016+2015_T2,0,physics,2015-10-26,2015-12-15,50,1445817600,1450137600
2283,4561,course-v1:TsinghuaX+00691153X+2016_T1,0,history,2016-02-22,2016-06-26,125,1456099200,1466899200
2287,6760,course-v1:TsinghuaX+10620204X+2016_T2,0,philosophy,2016-09-12,2016-12-11,90,1473638400,1481414400
2290,6478,course-v1:HIT+13GH16000700+2016_TS,0,social science,2016-07-01,2016-09-01,62,1467331200,1472688000
2295,4378,course-v1:TsinghuaX+10610224X+2016_T1,0,social science,2016-02-22,2016-07-25,154,1456099200,1469404800
2300,6461,course-v1:TsinghuaX+60250101X+2016_TS,0,economics,2016-07-01,2016-09-01,62,1467331200,1472688000
2306,9807,course-v1:NTHU+WL01003+2017_T1,0,art,2017-03-20,2017-04-30,41,1489968000,1493510400
2307,1457,course-v1:TsinghuaX+10421075X_2015_2+2015_T2,0,math,2015-09-14,2016-01-31,139,1442188800,1454198400
2309,224,TsinghuaX/80512073_2014_2X/2014_T2,0,economics,2015-01-01,2015-01-31,30,1420070400,1422662400
2328,273,TsinghuaX/00740043X/2015_T1,0,computer,2015-03-02,2015-07-24,144,1425254400,1437696000
2330,9139,course-v1:TsinghuaX+00510133X+2017_T1,0,economics,2017-02-22,2018-07-04,497,1487721600,1530662400
2338,578,TsinghuaX/30260112X/2015_T2,0,electrical,2015-09-01,2016-03-16,197,1441065600,1458086400
2343,543,TsinghuaX/10421145_2015X/2015_T1,0,math,2015-03-23,2015-07-20,119,1427068800,1437350400
2346,6785,course-v1:TsinghuaX+80515522X+2016_T2,0,economics,2016-09-12,2016-12-19,98,1473638400,1482105600
2359,6444,course-v1:TsinghuaX+34000888X+2016_TS,0,medicine,2016-07-01,2016-09-01,62,1467331200,1472688000
2361,6439,course-v1:TsinghuaX+00310222X+2016_TS,0,engineering,2016-07-01,2016-09-01,62,1467331200,1472688000
2368,4571,course-v1:TsinghuaX+20220053X+2016_T1,0,engineering,2016-02-22,2016-06-19,118,1456099200,1466294400
2370,505,TsinghuaX/80512073_2015X/2015_T1,0,economics,2015-03-09,2015-07-15,128,1425859200,1436918400
2380,6427,course-v1:TsinghuaX+00690242X+2016_TS,0,history,2016-07-01,2016-09-01,62,1467331200,1472688000
2408,6338,course-v1:TsinghuaX+10450034_1X+2016T2,0,biology,2016-07-01,2016-09-15,76,1467331200,1473897600
2409,632,TsinghuaX/00690242_WV_2015/2015_winter_vacation,0,literature,2015-02-06,2015-03-02,24,1423180800,1425254400
2412,6460,course-v1:TsinghuaX+00040132X+2016_TS,0,art,2016-07-01,2016-09-01,62,1467331200,1472688000
2423,9091,course-v1:TsinghuaX+30805743+2017_T1,0,art,2017-02-20,2017-05-31,100,1487548800,1496188800
2425,5944,course-v1:rcoe+MOOC102+2016_T1,0,education,2016-04-20,2016-06-29,70,1461110400,1467158400
2431,11209,course-v1:TsinghuaX+34000312X+2017_T2,0,medicine,2015-01-01,2017-12-25,1089,1420070400,1514160000
2435,4507,course-v1:TsinghuaX+AP000005X+2016_T1,0,math,2016-02-29,2016-06-30,122,1456704000,1467244800
2436,5518,course-v1:CAU+08112500x+2016_T1,0,computer,2016-02-28,2016-07-20,143,1456617600,1468972800
2451,6077,course-v1:HIT+GO94500200+2016_T1,0,math,2016-06-01,2016-09-01,92,1464739200,1472688000
2453,11306,course-v1:TsinghuaX+10421084X+2017_T2,0,math,2015-01-01,2017-12-25,1089,1420070400,1514160000
2456,7538,course-v1:FUDANx+ECON130088+2016_T2,0,economics,2016-09-21,2017-07-15,297,1474416000,1500076800
2458,9088,course-v1:TsinghuaX+00612643X+2017_T1,0,history,2017-02-20,2017-05-26,95,1487548800,1495756800
2465,4406,course-v1:TsinghuaX+34000312X+2016_T1,0,medicine,2016-02-18,2016-05-09,81,1455753600,1462752000
2479,7567,course-v1:TsinghuaX+00690302_2+2016_T2,0,literature,2016-12-05,2017-01-23,49,1480896000,1485129600
2481,750,SCU/00011142/2015_T1,0,literature,2015-04-16,2015-09-10,147,1429142400,1441843200
2483,9820,course-v1:NUDT+520804502+2017_T1,0,electrical,2017-02-15,2017-07-25,160,1487116800,1500940800
2485,530,TsinghuaX/20220214_2015X/2015_T1,0,engineering,2015-02-23,2015-07-12,139,1424649600,1436659200
2487,9865,course-v1:TCU+tzucnshan+2017_T1,0,medicine,2017-03-06,2017-05-15,70,1488758400,1494806400
2489,11682,course-v1:HIT+GO90801500+2017_T2,0,art,2015-01-01,2017-12-25,1089,1420070400,1514160000
2492,4433,course-v1:TsinghuaX+40050444X+2016_T1,0,engineering,2016-03-01,2016-06-30,121,1456790400,1467244800
2499,501,TsinghuaX/20250064_1X/2015_T1,0,engineering,2015-10-12,2016-01-03,83,1444608000,1451779200
2514,7546,course-v1:FUDANx+ECON130080+2016_T2,0,economics,2016-09-14,2017-07-20,309,1473811200,1500508800
2518,9293,course-v1:TsinghuaX+60610231_p1+2017_T1,0,philosophy,2017-02-20,2017-05-31,100,1487548800,1496188800
2522,11773,course-v1:TsinghuaX+60610231_p1+2017_T2,0,philosophy,2015-01-01,2017-12-25,1089,1420070400,1514160000
2529,685,ZUEL/B0680090_2015_T1/2015_T1,0,economics,2015-03-30,2015-06-06,68,1427673600,1433548800
2530,12215,course-v1:FUDANx+ECON1300812+2017_T2,0,economics,2015-01-01,2017-12-25,1089,1420070400,1514160000
2535,11798,course-v1:TsinghuaX+80515182X+2017_T2,0,economics,2015-01-01,2017-12-25,1089,1420070400,1514160000
2536,6491,course-v1:UC_BerkeleyX+ColWri2_1x_2015_T1+2016_TS,0,foreign language,2016-07-01,2016-09-01,62,1467331200,1472688000
2538,714,TsinghuaX/THUSEM006/_,0,economics,2015-05-15,2015-06-26,42,1431648000,1435276800
2562,707,TsinghuaX/MOOC101_2015/2015_T1,0,education,2015-04-16,2015-09-16,153,1429142400,1442361600
2563,6783,course-v1:TsinghuaX+40510293X+2016_T2,0,economics,2016-09-12,2016-11-21,70,1473638400,1479686400
2567,4113,course-v1:Stanford+CS101+_,0,computer,2016-02-29,2016-06-01,93,1456704000,1464739200
2573,4319,course-v1:Stanford+GlobeHealth+2016_T1,0,social science,2016-01-21,2016-05-28,128,1453334400,1464393600
2580,11298,course-v1:TsinghuaX+01510192X+2017_T2,0,business,2015-01-01,2017-12-25,1089,1420070400,1514160000
2581,1866,course-v1:TsinghuaX+JRFX01+2015_T2,0,business,2016-10-07,2017-03-07,151,1475798400,1488844800
2585,506,TsinghuaX/00690242_2015X/2015_T1,0,literature,2015-03-02,2015-07-26,146,1425254400,1437868800
2586,9429,course-v1:JSUX+2017011101X+2017_T1,0,art,2017-03-15,2017-07-01,108,1489536000,1498867200
2604,9175,course-v1:TsinghuaX+20740042X+2017_T1,0,computer,2017-03-06,2017-06-30,116,1488758400,1498780800
2618,2088,course-v1:NTHU+MOOC_00_005+2015_T2,0,business,2015-09-14,2015-12-04,81,1442188800,1449187200
2625,9122,course-v1:TsinghuaX+30670043X+2017_T1,0,social science,2017-02-20,2017-06-07,107,1487548800,1496793600
2628,9861,course-v1:DYU+dyuwgzbbm+2017_T1,0,economics,2017-03-20,2017-06-05,77,1489968000,1496620800
2629,4357,course-v1:TsinghuaX+40050455X+2016_T1,0,engineering,2016-02-29,2016-06-12,104,1456704000,1465689600
2633,6918,course-v1:TsinghuaX+10450034_1X+2016-T2,0,biology,2016-09-16,2017-01-20,126,1473984000,1484870400
2638,6914,course-v1:TsinghuaX+40990255X_1+2016_T22,0,engineering,2016-09-12,2017-01-18,128,1473638400,1484697600
2649,11886,course-v1:TsinghuaX+10690012+2017_T2,0,philosophy,2015-01-01,2017-12-25,1089,1420070400,1514160000
2661,640,TsinghuaX/00691153X_2015WV/2015_winter_vacation,0,history,2015-02-06,2015-03-01,23,1423180800,1425168000
2670,11334,course-v1:CIE+CIE2017005+2017_T2,0,business,2015-01-01,2017-12-25,1089,1420070400,1514160000
2671,6755,course-v1:MITx+15_390x_2016T1+2016_T2,0,business,2016-09-12,2017-01-05,115,1473638400,1483574400
2673,4482,course-v1:TsinghuaX+40130653X+2016_T1,0,engineering,2016-02-26,2016-06-30,125,1456444800,1467244800
2676,7467,course-v1:MITx+15_671_1X+2016_T2,0,economics,2016-09-16,2016-11-30,75,1473984000,1480464000
2677,4438,course-v1:TsinghuaX+00680142X+2016_T1,0,philosophy,2016-03-04,2016-06-29,117,1457049600,1467158400
2681,9278,course-v1:TsinghuaX+400182X+2017_T1,0,biology,2017-02-20,2017-06-12,112,1487548800,1497225600
2684,4621,course-v1:TsinghuaX+60610231+2016_T1,0,philosophy,2016-08-25,2016-12-21,118,1472083200,1482278400
2691,4439,course-v1:TsinghuaX+THU201605X+2016_T1,0,economics,2016-04-10,2016-08-21,133,1460246400,1471737600
